8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,14,14,14,14,14,14,14,14,8,8,8,8,14,14,14,14,14,14,14,14,8,8,8,8,14,14,14,14,14,14,14,14,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,14,14,2,2,2,2,2,2,14,14,8,8,14,14,2,2,2,2,2,2,14,14,8,8,14,14,2,2,2,2,2,2,14,14,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,14,14,2,2,8,2,2,8,2,2,14,14,14,14,2,2,8,2,2,8,2,2,14,14,14,14,2,2,8,2,2,8,2,2,14,14,8,8,8,8,8,8,8
8,8,8,8,8,8,8,14,14,2,2,2,2,2,2,2,2,14,14,14,14,2,2,2,2,2,2,2,2,14,14,14,14,2,2,2,2,2,2,2,2,14,14,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,14,14,2,2,2,2,2,2,14,14,8,8,14,14,2,2,2,2,2,2,14,14,8,8,14,14,2,2,2,2,2,2,14,14,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,14,14,2,2,2,2,14,14,8,8,8,8,14,14,2,2,2,2,14,14,8,8,8,8,14,14,2,2,2,2,14,14,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,8,8,8,8
14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14
14,14,14,14,14,8,8,8,8,14,14,14,14,14,14,14,14,8,8,8,8,14,14,14,14,14,14,14,14,8,8,8,8,14,14,14,14,14,14,14,14,8,8,8,8,14,14,14,14,14
2,2,2,2,14,14,8,8,14,14,2,2,2,2,2,2,14,14,8,8,14,14,2,2,2,2,2,2,14,14,8,8,14,14,2,2,2,2,2,2,14,14,8,8,14,14,2,2,2,2
2,2,8,2,2,14,14,14,14,2,2,8,2,2,8,2,2,14,14,14,14,2,2,8,2,2,8,2,2,14,14,14,14,2,2,8,2,2,8,2,2,14,14,14,14,2,2,8,2,2
2,2,2,2,2,14,14,14,14,2,2,2,2,2,2,2,2,14,14,14,14,2,2,2,2,2,2,2,2,14,14,14,14,2,2,2,2,2,2,2,2,14,14,14,14,2,2,2,2,2
2,2,2,2,14,14,8,8,14,14,2,2,2,2,2,2,14,14,8,8,14,14,2,2,2,2,2,2,14,14,8,8,14,14,2,2,2,2,2,2,14,14,8,8,14,14,2,2,2,2
2,2,2,14,14,8,8,8,8,14,14,2,2,2,2,14,14,8,8,8,8,14,14,2,2,2,2,14,14,8,8,8,8,14,14,2,2,2,2,14,14,8,8,8,8,14,14,2,2,2
14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14
3,3,14,14,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,14,14,3,3
3,3,14,14,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,14,14,3,3
14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14
8,8,8,8,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,14,14,14,14,14,14,14,14,8,8,8,8,14,14,14,14,14,14,14,14,8,8,8,8,14,14,14,14,14,14,14,14,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,14,14,2,2,2,2,2,2,14,14,8,8,14,14,2,2,2,2,2,2,14,14,8,8,14,14,2,2,2,2,2,2,14,14,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,14,14,2,2,8,2,2,8,2,2,14,14,14,14,2,2,8,2,2,8,2,2,14,14,14,14,2,2,8,2,2,8,2,2,14,14,8,8,8,8,8,8,8
8,8,8,8,8,8,8,14,14,2,2,2,2,2,2,2,2,14,14,14,14,2,2,2,2,2,2,2,2,14,14,14,14,2,2,2,2,2,2,2,2,14,14,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,14,14,2,2,2,2,2,2,14,14,8,8,14,14,2,2,2,2,2,2,14,14,8,8,14,14,2,2,2,2,2,2,14,14,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,14,14,2,2,2,2,14,14,8,8,8,8,14,14,2,2,2,2,14,14,8,8,8,8,14,14,2,2,2,2,14,14,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,14,14,14,14,14,14,14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,14,2,2,2,2,2,2,14,14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,14,2,2,8,2,2,8,2,2,14,14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,14,2,2,2,2,2,2,2,2,14,14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,14,2,2,2,2,2,2,14,14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,14,2,2,2,2,14,14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,14,14,14,14,14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,14,14,3,3,14,14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
